580 81
80 26
=====
71 15
74 59
=====
42 82
40 42
=====
55 41
0 20
=====
118 0
32 34
=====
249 344
42 0
=====
71 2
18 15
=====
665 2
99 41
=====
234 0
0 117
=====
84 0
2 29
=====
110 0
44 20
=====
237 24
58 4
=====
109 9
0 64
=====
0 85
18 71
=====
133 0
176 36
=====
13 47
40 50
=====
56 16
1 34
=====
47 0
30 29
=====
114 0
0 76
=====
67 27
1 16
=====
112 0
28 57
=====
96 57
75 1
=====
108 25
151 23
=====
57 8
34 18
=====
0 43
455 439
=====
57 24
15 68
=====
0 113
531 0
=====
13 70
67 3
=====
288 122
365 35
=====
0 90
137 0
=====
495 3
109 40
=====
0 130
41 0
=====
34 24
52 11
=====
20 37
46 4
=====
153 10
1 133
=====
80 16
7 39
=====
179 35
0 25
=====
1 92
74 0
=====
0 81
99 3
=====
139 10
28 55
=====
69 0
0 35
=====
0 299
269 91
=====
32 31
38 3
=====
380 38
0 228
=====
128 11
0 52
=====
258 0
0 662
=====
265 262
0 13
=====
198 0
11 80
=====
48 69
16 4
=====
334 158
0 34
=====
53 12
28 7
=====
187 0
101 34
=====
112 1
53 30
=====
228 8
2 77
=====
132 27
58 0
=====
175 0
128 12
=====
86 50
39 12
=====
75 46
106 0
=====
221 4
0 67
=====
353 105
0 23
=====
90 0
0 84
=====
129 78
0 60
=====
143 0
0 131
=====
68 63
2 11
=====
15 18
41 21
=====
76 64
15 0
=====
42 79
12 2
=====
16 1
0 13
=====
89 21
1 23
=====
126 16
6 19
=====
17 5
3 11
=====
173 0
0 127
=====
29 0
0 25
=====
70 0
0 38
=====
90 0
69 23
=====
27 0
0 15
=====
18 2
0 17
=====
132 37
0 21
=====
102 83
4 14
=====
90 1
15 21
=====
34 0
4 39
=====
315 8
301 8
=====
0 24
37 0
=====
13 0
0 19
=====
367 59
45 2
=====
0 38
40 4
=====
510 48
57 113
=====
18 1
0 30
=====
40 102
0 75
=====
30 19
1 19
=====
41 15
22 113
=====
32 0
0 40
=====
19 8
0 21
=====
11 0
2 15
=====
21 0
0 17
=====
24 47
17 0
=====
90 15
3 127
=====
38 36
10 2
=====
35 0
0 22
=====
0 106
17 41
=====
228 1
0 103
=====
331 77
46 51
=====
107 0
0 291
=====
21 40
37 9
=====
24 0
0 28
=====
0 178
54 0
=====
27 61
84 0
=====
118 0
0 108
=====
64 18
72 0
=====
97 15
6 111
=====
45 25
54 1
=====
21 35
0 70
=====
18 0
2 21
=====
303 0
0 208
=====
121 0
60 19
=====
319 188
31 22
=====
0 18
55 12
=====
2814 0
332 68
=====
106 50
67 3
=====
66 0
0 29
=====
28 2
0 15
=====
80 7
0 81
=====
175 0
0 95
=====
55 12
33 3
=====
319 1
0 43
=====
583 25
0 62
=====
42 46
20 3
=====
597 5
568 327
=====
13 0
0 12
=====
12 0
0 15
=====
35 43
12 13
=====
45 26
0 27
=====
603 21
239 309
=====
469 167
27 0
=====
357 12
318 26
=====
28 23
10 3
=====
22 0
0 17
=====
95 24
11 16
=====
52 62
0 19
=====
57 74
33 7
=====
197 0
0 168
=====
24 0
0 25
=====
96 157
0 19
=====
0 29
30 0
=====
219 9
3 38
=====
54 36
0 23
=====
136 2
46 85
=====
0 21
20 0
=====
40 0
29 12
=====
45 0
0 161
=====
40 17
3 10
=====
200 0
8 38
=====
73 24
3 17
=====
153 3
39 63
=====
1 21
13 0
=====
18 5
2 12
=====
71 1
72 28
=====
67 18
0 56
=====
193 35
65 45
=====
16 0
0 16
=====
20 1
0 15
=====
89 4
0 32
=====
14 2
0 14
=====
29 0
2 28
=====
41 33
0 17
=====
57 18
0 27
=====
118 2
12 81
=====
93 98
50 48
=====
31 169
0 58
=====
26 0
0 17
=====
0 24
19 0
=====
96 53
11 59
=====
41 18
55 46
=====
0 30
93 67
=====
13 3
0 10
=====
235 0
66 21
=====
52 23
0 44
=====
4 13
9 2
=====
40 0
0 42
=====
56 0
19 46
=====
31 0
23 11
=====
121 0
89 32
=====
20 0
0 14
=====
209 43
35 4
=====
89 15
40 83
=====
0 58
474 1
=====
21 4
2 18
=====
11 17
7 10
=====
103 0
0 67
=====
20 1
8 19
=====
40 14
33 2
=====
7 9
9 3
=====
185 0
0 78
=====
96 3
0 53
=====
36 1
21 14
=====
7 5
5 7
=====
11 24
13 2
=====
0 74
458 8
=====
94 2
3 23
=====
25 0
0 22
=====
24 0
7 14
=====
17 0
0 19
=====
128 0
0 41
=====
26 0
0 24
=====
8 68
38 0
=====
0 22
251 190
=====
27 55
82 0
=====
373 319
0 162
=====
85 19
2 30
=====
36 3
0 27
=====
0 93
104 3
=====
715 15
132 30
=====
32 0
20 16
=====
33 1
20 12
=====
122 0
0 46
=====
300 12
0 231
=====
0 61
127 35
=====
49 0
0 27
=====
0 131
29 4
=====
18 4
3 18
=====
0 111
2631 23
=====
0 29
75 3
=====
8 45
68 0
=====
27 14
0 11
=====
26 15
23 9
=====
19 0
0 16
=====
1620 0
331 65
=====
513 50
503 10
=====
0 27
24 8
=====
41 0
3 16
=====
174 0
111 92
=====
376 136
0 20
=====
49 1
0 39
=====
7 5
5 8
=====
0 47
20 0
=====
135 19
0 97
=====
10 0
0 10
=====
16 8
14 22
=====
109 0
0 39
=====
111 4
1 27
=====
3 19
17 0
=====
0 13
15 8
=====
1005 0
0 151
=====
65 6
3 54
=====
68 0
63 24
=====
0 34
32 0
=====
39 43
18 0
=====
0 19
33 0
=====
0 12
18 2
=====
0 18
16 0
=====
17 17
2 16
=====
449 1
0 62
=====
0 14
18 0
=====
64 9
21 80
=====
24 0
3 13
=====
41 52
0 14
=====
34 9
0 23
=====
32 4
0 14
=====
26 0
0 17
=====
140 0
90 18
=====
183 57
0 109
=====
18 32
9 4
=====
7060 2307
9 57
=====
31 2
1 28
=====
17 0
0 28
=====
59 58
39 27
=====
74 32
72 4
=====
0 32
23 2
=====
18 0
1 15
=====
12 4
13 15
=====
37 16
14 39
=====
97 0
10 32
=====
6 136
59 31
=====
35 0
19 33
=====
58 22
0 20
=====
60 27
42 1
=====
161 47
0 38
=====
103 2
164 28
=====
59 0
23 36
=====
83 42
8 7
=====
35 0
0 16
=====
38 0
12 15
=====
47 0
2 169
=====
172 1
29 39
=====
185 2
111 76
=====
0 22
34 7
=====
205 0
0 54
=====
11 4
0 13
=====
0 137
33 0
=====
48 0
211 178
=====
29 11
0 22
=====
36 5
0 21
=====
89 0
4 70
=====
0 34
76 30
=====
56 37
0 29
=====
19 0
0 50
=====
8 6
9 7
=====
90 10
0 22
=====
49 0
0 33
=====
30 0
0 17
=====
89 22
0 21
=====
23 1
0 16
=====
580 81
80 26
=====
71 15
74 59
=====
42 82
40 42
=====
16 0
0 19
=====
55 41
0 20
=====
0 16
20 2
=====
118 0
32 34
=====
0 31
39 0
=====
249 344
42 0
=====
71 2
18 15
=====
665 2
99 41
=====
234 0
0 117
=====
84 0
2 29
=====
48 7
8 28
=====
110 0
44 20
=====
45 33
0 16
=====
237 24
58 4
=====
0 45
44 3
=====
68 0
0 24
=====
7 10
7 8
=====
109 9
0 64
=====
0 85
18 71
=====
32 2
0 22
=====
133 0
176 36
=====
13 47
40 50
=====
56 16
1 34
=====
22 0
7 21
=====
55 0
9 23
=====
47 0
30 29
=====
114 0
0 76
=====
67 27
1 16
=====
0 13
15 0
=====
0 17
17 0
=====
112 0
28 57
=====
96 57
75 1
=====
108 25
151 23
=====
22 0
0 35
=====
31 0
0 31
=====
50 0
2 29
=====
28 0
14 19
=====
57 8
34 18
=====
0 43
455 439
=====
57 24
15 68
=====
0 113
531 0
=====
50 0
0 22
=====
0 21
45 3
=====
13 70
67 3
=====
288 122
365 35
=====
0 39
48 10
=====
0 25
54 0
=====
0 90
137 0
=====
17 20
19 5
=====
17 17
15 2
=====
495 3
109 40
=====
0 130
41 0
=====
34 24
52 11
=====
20 37
46 4
=====
35 0
0 25
=====
153 10
1 133
=====
23 15
0 14
=====
80 16
7 39
=====
179 35
0 25
=====
1 92
74 0
=====
0 81
99 3
=====
139 10
28 55
=====
0 10
30 20
=====
69 0
0 35
=====
0 299
269 91
=====
6 16
34 2
=====
19 0
42 25
=====
32 31
38 3
=====
380 38
0 228
=====
128 11
0 52
=====
258 0
0 662
=====
31 0
0 37
=====
265 262
0 13
=====
0 68
25 0
=====
198 0
11 80
=====
31 10
11 12
=====
0 29
12 13
=====
48 69
16 4
=====
39 0
4 24
=====
334 158
0 34
=====
53 12
28 7
=====
1 13
29 10
=====
63 0
3 27
=====
187 0
101 34
=====
112 1
53 30
=====
27 5
7 18
=====
14 15
6 9
=====
228 8
2 77
=====
21 9
25 6
=====
14 0
0 20
=====
132 27
58 0
=====
175 0
128 12
=====
0 26
15 0
=====
86 50
39 12
=====
75 46
106 0
=====
0 17
19 1
=====
14 0
4 12
=====
27 0
8 13
=====
15 14
50 0
=====
221 4
0 67
=====
353 105
0 23
=====
34 8
29 6
=====
8 5
11 9
=====
90 0
0 84
=====
0 28
38 0
=====
129 78
0 60
=====
14 0
0 12
=====
