====ENSG00000272602
3	1	458
0	0	3
====ENSG00000228300
0	4
66	0
====ENSG00000162572
5	13	0	0
0	0	1	0
0	0	0	1
====ENSG00000131584
0	81
13	547
====ENSG00000127054
0	0	0	8	0	0
0	6	0	0	0	0
1	0	4	70	0	1
0	0	0	0	1	0
====ENSG00000108953
0	11	0	0
1	0	5	1689
0	0	0	194
====ENSG00000059145
2	4	0
40	0	5
====ENSG00000088832
1033	6	20
1	0	0
====ENSG00000221978
0	0	0	0	20
2	132	0	17	18
0	0	1	0	0
====ENSG00000174672
0	3	2	0	0	0
0	0	102	21	0	62
0	0	0	6	0	0
0	0	2	0	0	0
1	0	0	0	0	0
0	0	0	0	4	0
====ENSG00000164877
26	0
0	10
====ENSG00000132376
0	2	0	71
0	0	2	0
0	0	0	11
1	0	0	0
====ENSG00000187535
71	5
2	0
====ENSG00000101307
15	0	0
0	0	21
90	1	0
====ENSG00000071655
6	2	7
256	0	0
====ENSG00000197530
1	0	0	0	0	0	0
2	0	0	0	23	0	0
34	0	0	0	0	0	0
1	0	3	1	0	1	4
0	7	0	0	0	0	0
====ENSG00000206053
0	2	14	2
1	0	0	0
====ENSG00000008128
55	18	2
0	2	0
====ENSG00000095906
0	0	0	2
58	1	1	55
0	0	0	2
====ENSG00000063854
8	315	0
0	12	0
0	289	8
====ENSG00000104728
9	0
19	0
0	24
9	0
====ENSG00000109685
3	0	0	0	0
26	11	64	1	1
====ENSG00000151065
0	0	0	4
3	1	19	0
====ENSG00000183751
0	3
100	0
====ENSG00000185049
0	0	2	0
1	0	0	0
0	3	0	0
0	0	0	5
====ENSG00000127554
6	0
0	20
0	3
====ENSG00000127561
0	3	0	0
0	0	28	0
5	0	0	0
0	0	0	242
====ENSG00000099875
3	0	0	0	0	0
0	0	0	2	0	0
0	54	5	0	9	177
====ENSG00000067606
3	0	0	0	0	1
0	0	800	1	1	0
0	7	0	0	0	0
0	0	79	0	0	0
0	0	90	0	0	0
====ENSG00000167964
8	0	0
4	7	0
0	0	13
====ENSG00000205937
3	56	367	0
0	0	6	0
0	0	39	2
====ENSG00000159733
0	51	1
0	54	0
1	0	0
====ENSG00000130332
1	0	0
0	3	1
====ENSG00000005206
0	0	0	8	0
76	3	2	0	11
====ENSG00000149527
0	10	0
0	0	9
89	0	0
0	1	0
====ENSG00000185883
1	4683
0	71
====ENSG00000140992
0	3	0	3
0	37	1	0
38	0	0	0
====ENSG00000106012
0	1
1	0
====ENSG00000088881
0	2
3	0
2	0
====ENSG00000167978
99	0	0	0	0	0	0	0	0
0	0	0	0	0	57	0	0	0
0	2	0	0	0	510	0	0	46
0	0	3	2	3	0	2	4	0
====ENSG00000103363
0	1
1	4
====ENSG00000087266
3	0	1
0	7	0
====ENSG00000078246
0	0	4	0	0
36	2	0	3	0
0	0	0	0	1
====ENSG00000129757
26	5
3	0
====ENSG00000197905
2	0
0	17
====ENSG00000065717
0	3	0	0
1	0	0	0
0	0	4	0
381	0	0	2
====ENSG00000008516
0	10
2	0
====ENSG00000104964
0	31
18	0
0	43
0	695
====ENSG00000021762
3	60
0	1
0	1
====ENSG00000137274
18	0	0	0
0	0	18	1
0	12	0	0
====ENSG00000161082
0	10
40	102
0	65
====ENSG00000006194
0	0	0	2
30	0	19	0
1	0	0	0
0	17	0	0
====ENSG00000137266
0	0	0	2
50	0	51	0
0	2	0	0
====ENSG00000159788
14	18	5
0	0	13
====ENSG00000162086
0	32	1
7	0	0
====ENSG00000005801
0	2	0	0
1	0	0	8
0	0	10	0
====ENSG00000141905
41	15
22	113
====ENSG00000262621
213	0
0	7
====ENSG00000140987
3	0	3
0	1	0
====ENSG00000177426
0	3	0	0	0
0	3	3	2	0
0	1	0	0	0
2	6	0	0	1
====ENSG00000122390
0	0	0	0	7
0	2	1	1	137
3	0	0	0	0
====ENSG00000162591
6	0
1	0
0	1
====ENSG00000103351
0	2	0	0
0	0	85	1
1	0	0	0
====ENSG00000167723
0	0	2
0	3	0
2	0	0
====ENSG00000161091
0	0	0	2	0
0	0	0	0	4
2	0	0	0	0
0	1	0	0	0
0	0	168	0	0
====ENSG00000167984
0	3
1	0
====ENSG00000262304
32	0
0	40
====ENSG00000126602
424	1	0
4	0	0
0	0	1
2	0	0
====ENSG00000083454
2	0	1	0
0	29	0	3
====ENSG00000111224
0	1
2	0
0	5
====ENSG00000148985
0	1
3	1
====ENSG00000105278
5	19	2	1
0	0	0	6
0	0	15	0
====ENSG00000167323
0	0	4
71	16	0
====ENSG00000004660
0	2
22	82
====ENSG00000125779
0	9	0
2	0	0
0	0	37
====ENSG00000167325
0	1	0
0	93	4
2	0	0
====ENSG00000198721
0	40
0	39
5	0
====ENSG00000185722
0	6	0
0	0	2
0	0	11
9	0	0
====ENSG00000077463
0	26	0	2
0	0	3	0
2	0	0	0
====ENSG00000132388
0	137	0	2	8
5	4	6	0	0
====ENSG00000217930
0	1
4	0
0	5
====ENSG00000262246
0	0	0	1
1	1	118	0
====ENSG00000047621
71	0	0
0	9	0
0	0	1
====ENSG00000089486
4	595	0
0	0	7
====ENSG00000010219
5	0
0	18
====ENSG00000153443
192	6
38	0
====ENSG00000142002
0	1
2	19
====ENSG00000168096
0	0	0	3	0
2	1	3	0	1
====ENSG00000141480
1	0	0	64
0	1	0	52
0	0	3	0
====ENSG00000130035
0	57
1	0
====ENSG00000091640
0	10
0	98
1	0
====ENSG00000187134
2	0	0
0	1	0
0	0	45
====ENSG00000108509
0	10
1	0
3	109
====ENSG00000124787
1	8
0	1
====ENSG00000099715
0	4	0
2	0	1
====ENSG00000033011
0	1
2	9
====ENSG00000089063
0	0	1
6	3	276
====ENSG00000280071
1	0	0
0	2	566
0	0	5
====ENSG00000134108
577	5	0
0	0	11
====ENSG00000134109
3	0	0
0	21	0
0	0	14
====ENSG00000182095
0	1	0	0
0	0	392	0
0	0	0	2
1	0	0	0
====ENSG00000082397
0	4	0	0	0	0	0
0	0	0	0	0	0	3
0	0	0	0	0	0	2
0	0	0	0	2	0	0
17	0	3	0	0	374	0
0	0	0	1	0	0	0
====ENSG00000155034
21	0
0	3
====ENSG00000174917
2	3
0	4
====ENSG00000167733
24	28	6	2	7	4
10	0	0	0	0	0
7	0	0	0	0	0
====ENSG00000196365
0	2	0
1	0	0
14	0	1
====ENSG00000099219
0	1	0
76	0	8
====ENSG00000141994
55	0
0	6
====ENSG00000031823
0	180	0
3	0	0
0	0	22
====ENSG00000134470
2	8
0	1
====ENSG00000069424
0	4	0	456	5
1	0	0	0	0
0	0	0	3	0
0	0	6	0	0
0	0	0	13	0
====ENSG00000088766
1	0
26	5
====ENSG00000078328
0	0	15	90	0	0
0	0	0	3	0	10
0	0	0	0	0	30
0	0	0	0	3	0
13	29	0	0	0	0
0	0	0	0	0	42
====ENSG00000170525
0	0	0	2	0
6	16	38	0	14
0	0	10	0	0
====ENSG00000116251
100	0	0
8	13	6
====ENSG00000097021
0	0	35	0
0	17	0	0
2	0	0	3
====ENSG00000074211
0	106
17	0
0	41
====ENSG00000171680
8	3
0	4
0	1
0	18
0	42
0	1
====ENSG00000205744
3	0
0	1
====ENSG00000275895
232	5
7	0
====ENSG00000010295
8	79
0	14
====ENSG00000198920
1	0	0
0	3	5
0	2	0
====ENSG00000204859
0	1	0	0	0
0	0	0	0	2
52	0	0	1	0
0	0	2	0	0
====ENSG00000162413
3	2	0
0	0	78
====ENSG00000107077
0	0	3	0	0	0
2	6	0	32	6	5
====ENSG00000196277
0	2	0
1	0	0
11	0	17
====ENSG00000171735
95	0	0
8	0	0
0	228	1
====ENSG00000219200
4	0	0
0	4	0
0	0	6
====ENSG00000159403
0	1
26	0
====ENSG00000132535
2	397	0	0
0	0	6	0
0	0	0	1
0	1	0	0
====ENSG00000072778
12	0	0	0	0	0	0
0	2	5	196	0	3	3
0	0	0	1	0	0	0
0	0	0	0	6	0	0
0	0	0	6	0	0	0
====ENSG00000040633
0	30	0
0	1	1
1	0	0
====ENSG00000170743
2	0	71
0	9	0
====ENSG00000170296
7	2	1797
0	0	28
====ENSG00000175826
1	0	0	0
117	6	0	1
0	0	2	0
====ENSG00000177575
2	2
0	2
====ENSG00000161960
1	0	429	0
0	3	0	0
1	0	0	0
0	0	0	5
====ENSG00000129214
1	0	0
0	1	1
====ENSG00000182566
1	0
0	1
====ENSG00000124275
0	4	0
25	0	0
0	0	3
1	0	0
====ENSG00000163995
2	0
0	20
====ENSG00000179094
0	2	285	0
4	0	0	0
0	0	0	2
====ENSG00000220205
0	38
3	742
====ENSG00000186994
0	36
1	0
====ENSG00000155275
1	0
0	24
====ENSG00000071282
2	0
45	1
====ENSG00000142303
1	0
5	6
====ENSG00000183044
0	3	54
0	0	1
1	0	0
====ENSG00000166444
66	2	0
0	0	2
====ENSG00000168502
0	0	0	47
331	77	0	0
46	0	0	0
0	0	4	0
====ENSG00000187555
0	4	0
0	0	24
1	0	0
====ENSG00000196220
107	0
0	291
====ENSG00000188321
0	0	0	5	0
1	0	0	0	0
0	2	1	0	1
====ENSG00000270011
0	5	1	1
1	0	0	0
====ENSG00000168137
2	0	0	0	0	0
0	1	39	21	0	0
0	0	0	37	2	0
0	0	0	0	0	5
====ENSG00000134330
2	0	0
0	0	1
0	0	2
0	1	66
====ENSG00000130818
2	0
20	1
====ENSG00000173273
0	2	0	0
1	0	4	50
====ENSG00000171469
0	1
3	0
====ENSG00000163719
61	0	0
0	0	6
0	1	0
====ENSG00000196605
3	0
0	1
====ENSG00000241553
0	11	4
13	156	0
====ENSG00000214021
0	2	4	0	0	1	0	0	0
2	0	0	0	0	0	1	2	0
1	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	6
0	0	0	1	0	0	0	0	0
====ENSG00000127452
9	0	2	1	1
0	1	0	0	0
====ENSG00000065325
0	3
2	0
====ENSG00000156990
0	23	0	1	0
2	0	0	0	0
0	0	0	0	24
0	0	2	0	0
====ENSG00000105088
0	178
54	0
====ENSG00000163701
0	0	0	1	0
1	1	1	0	1
====ENSG00000007237
34	0
25	0
25	0
27	61
====ENSG00000175806
0	12	3	12
118	0	0	0
0	0	0	62
0	0	0	19
====ENSG00000130813
0	1
4	141
====ENSG00000130816
0	0	1	0	0	40
0	0	0	0	1	0
0	1	0	0	0	0
1	0	0	0	0	0
0	0	0	1	0	0
====ENSG00000139112
64	2	10	2	4
72	0	0	0	0
====ENSG00000150753
1	0
0	3
0	144
====ENSG00000105364
4	3	2	0
0	0	0	1
====ENSG00000157020
0	138
0	3
6	0
====ENSG00000133805
0	2
9	0
====ENSG00000161847
0	0	1
0	1	0
4	0	0
====ENSG00000105397
0	0	0	0	1
4	50	0	1	0
0	0	1	0	0
====ENSG00000145495
26	0
636	18
====ENSG00000125863
0	213
4	0
====ENSG00000065989
0	79
2	0
0	33
0	9
0	7
====ENSG00000072952
13	0
0	1
2	0
9	0
====ENSG00000129353
6	0
97	15
0	111
====ENSG00000137210
3	0	0	0
0	3	3	51
====ENSG00000169862
0	51	0
0	0	1
0	3	0
25	45	0
====ENSG00000048740
0	31
0	39
21	35
====ENSG00000134318
2	0	0
0	92	2
0	15	0
====ENSG00000169016
4	8	1
0	2	0
====ENSG00000148429
21	0
0	3
3	0
====ENSG00000204624
39	0
0	7
====ENSG00000130159
1	159	0	2	1	2
0	0	2	0	0	0
====ENSG00000130165
1	0
42	1
1	0
====ENSG00000134324
0	0	0	2
16	0	0	0
0	4	1	0
0	0	0	18
====ENSG00000005302
0	34	1
1	0	0
0	2	0
====ENSG00000154328
1	107
0	3
====ENSG00000079459
3	4	0	371
0	0	0	9
0	0	3	2
====ENSG00000154889
0	1	0	0
1	6	4	28
====ENSG00000132640
77	13	0	24
3	0	0	0
0	0	3	0
====ENSG00000234719
3	0
0	7
====ENSG00000141401
1	0	0
0	4	0
13	0	2
====ENSG00000095951
6	0	0	0
0	29	2	4
====ENSG00000197647
0	2	2
0	2	0
5	0	0
====ENSG00000186523
1	0
0	1
====ENSG00000141391
11	1	0
2	0	0
2	0	1
====ENSG00000134278
0	0	116
3	0	0
0	1	0
====ENSG00000128789
1	0	0
0	0	8
0	3	64
====ENSG00000095059
9	1	0	0	13	301
0	0	1	0	0	0
0	0	0	1	0	0
0	0	0	0	0	8
====ENSG00000112137
5	4	16	0	0
0	0	0	2	0
0	0	0	0	1
0	0	8	0	0
====ENSG00000071575
175	10
1	0
====ENSG00000154359
3	0
0	10
53	0
5	0
====ENSG00000178878
302	0
0	16
====ENSG00000095066
2	0
0	35
====ENSG00000175354
0	1	0	0
1	0	3	6
====ENSG00000006740
0	0	0	1	0	0	0
0	0	5	0	0	0	0
0	0	0	0	0	5	0
25	11	0	0	6	0	189
====ENSG00000132026
4	1
2	0
====ENSG00000105613
0	2	0
20	0	0
0	0	680
0	2	0
====ENSG00000144711
61	0	0
0	0	303
0	147	0
====ENSG00000179115
0	0	3
0	1	0
11	1	0
====ENSG00000101639
1	0	0	1
0	1	0	0
0	0	1	0
====ENSG00000008441
14	0	0	10
0	1	5	0
121	0	0	0
14	0	0	3
32	0	0	0
====ENSG00000164741
0	31
1	15
0	8
====ENSG00000141837
0	1	0	0	9
0	0	12	0	0
31	0	0	0	0
319	0	0	188	0
====ENSG00000145990
30	184
0	11
====ENSG00000148925
0	0	39
4	4	53
0	0	17
====ENSG00000163517
5	1	0	9
103	0	1	0
====ENSG00000151474
0	1	0	0
0	0	11	0
8	0	0	0
0	0	0	1
9	0	0	0
====ENSG00000116731
1	0	11	3	0	3
0	55	0	6	6	0
====ENSG00000089048
45	0
0	6
====ENSG00000101654
1	0	0
35	5	5
====ENSG00000046653
2814	0	0
23	0	0
309	62	6
====ENSG00000006468
106	0	50
4	0	0
63	3	0
====ENSG00000186260
1	0	0	0	0
0	1	0	0	0
0	0	0	2	0
0	0	0	0	1
0	220	1	0	0
====ENSG00000072062
132	16	0	0
0	0	1	0
0	0	0	3
1	0	0	0
====ENSG00000038382
0	0	0	2
0	0	1	0
18	0	0	0
0	0	0	8
0	66	0	0
====ENSG00000133818
0	7	0
1	0	0
0	19	1
====ENSG00000171681
0	0	2	0	0
1	1	0	1	16
====ENSG00000131389
0	0	4	0	8	0
0	1	0	28	0	1
3	0	0	0	0	0
====ENSG00000140694
0	2
0	38
1	0
====ENSG00000123159
67	5
317	0
====ENSG00000099797
0	0	72	1
1	24	729	0
0	0	2	0
====ENSG00000189337
0	10	12
0	0	59
80	0	7
====ENSG00000224712
175	0	0	0
0	53	25	17
====ENSG00000164946
2	0
0	11
====ENSG00000254852
44	1
0	9
====ENSG00000186104
0	4
1	0
====ENSG00000152455
6	0
0	1
====ENSG00000152457
5	1
1	0
1	0
3	0
====ENSG00000105143
0	1	0	0
1	266	1	42
====ENSG00000179889
55	0	12
32	3	0
1	0	0
====ENSG00000157045
1	0	0
0	0	9
0	0	2
0	1	0
====ENSG00000109099
0	0	0	1
1	9	378	0
====ENSG00000142621
1	0
0	1
====ENSG00000131370
1	319	0
0	0	43
====ENSG00000183793
583	25	0
0	0	62
====ENSG00000164975
216	0
0	5
====ENSG00000166780
7	793	0	2
0	0	15	0
====ENSG00000132906
0	4	0
3	0	16
====ENSG00000175106
0	5	0	0
2	0	1	7
====ENSG00000047579
1	2	0	2	1	49
0	0	1	0	0	0
0	0	0	0	0	2
====ENSG00000116138
2	20
1	0
0	1
====ENSG00000221926
0	3
1	0
0	17
====ENSG00000206560
46	0	42
0	3	0
0	0	20
====ENSG00000187607
1	0	0	3
0	0	1	1
0	6	0	0
====ENSG00000255104
11	0
1	0
0	19
====ENSG00000023734
4	0
0	56
952	0
====ENSG00000023697
1	25	0
0	0	3
====ENSG00000171903
8	0
18	3
====ENSG00000184908
0	1
6	0
====ENSG00000131386
133	0	0
0	0	5
0	10	0
====ENSG00000154814
17	1	8
2	0	0
====ENSG00000131378
1	69	0
0	0	5
====ENSG00000183889
319	0	0
0	5	597
0	8	0
0	0	568
====ENSG00000055070
0	2
5	0
====ENSG00000127527
0	0	1	0	0	0	0
0	0	0	0	0	0	1
1	0	0	0	0	0	0
0	7	0	18	1	15	80
====ENSG00000187144
2	0	0
0	1	0
0	0	1
====ENSG00000173068
1	0	0
0	0	1
0	3	0
====ENSG00000127526
0	0	116
0	3	0
1	0	0
0	0	1
====ENSG00000268790
13	0
0	12
====ENSG00000136261
3	11	1
0	1	0
0	1	0
====ENSG00000166689
0	0	5
1	0	0
0	2	0
====ENSG00000127511
1	0	0
0	16	0
0	177	7
====ENSG00000160111
1	0
0	2
====ENSG00000159363
35	0	0	0	734
0	0	2	0	0
0	2	0	0	0
4	0	0	0	0
0	0	0	2	0
====ENSG00000131374
135	0
0	13
====ENSG00000099330
2	0	0	0	0	0
0	0	5	0	0	4
0	0	0	0	12	0
0	0	0	0	0	1
0	2	0	0	0	0
0	0	0	1	0	0
====ENSG00000141030
3	1	192	5
0	0	1	0
0	0	4	0
====ENSG00000130304
83	13
11	0
====ENSG00000006611
0	6
5	0
====ENSG00000133027
6	16
0	2
====ENSG00000188162
2	0
0	1
====ENSG00000125868
1229	1
45	0
====ENSG00000099968
8	11	35	0	24
0	0	9	0	0
0	0	0	13	0
0	0	3	0	0
====ENSG00000130479
1	0	0
0	0	7
0	4	68
====ENSG00000015475
34	1
25	0
17	0
====ENSG00000130475
0	5
6	13
====ENSG00000129158
0	1	0	25	45
6	0	13	8	0
====ENSG00000072310
8	0	0	0	0	0
0	0	3	7	1	0
0	2	0	0	0	0
0	0	0	0	0	1
0	0	105	0	0	0
====ENSG00000048052
0	10
0	1
0	1
8	8
====ENSG00000091536
0	10
4	0
====ENSG00000177731
7	0	58
0	1	0
====ENSG00000177427
0	1	0	0
1	40	4	2
====ENSG00000110756
14	0	0
1	1	0
0	0	1
====ENSG00000125846
0	1
13	2
====ENSG00000110768
4	0
0	1
82	0
1	0
====ENSG00000176974
1	0	49
0	2	0
====ENSG00000233024
0	603	21
0	239	0
309	0	0
====ENSG00000089091
1	3	2
0	0	3
0	0	1
====ENSG00000185164
0	2	0	0
0	0	0	3
2	0	5	0
====ENSG00000130511
0	10
271	0
====ENSG00000105655
2	0
89	2
====ENSG00000156011
0	1
0	426
4	0
0	2
0	12
====ENSG00000151116
2	8	2
1	0	0
====ENSG00000241058
0	48
11	0
====ENSG00000157106
0	0	1
0	1	0
2	0	0
33	0	0
====ENSG00000141127
85	8	0	2	3
1	0	0	0	0
0	0	2	0	0
====ENSG00000223802
10	0
0	16
====ENSG00000170537
12	4
1	0
====ENSG00000064607
0	0	0	6	0
8	1	196	0	11
0	0	4	0	0
====ENSG00000105676
10	0
48	3
3	0
====ENSG00000070413
26	0
277	8
====ENSG00000147874
0	0	80
1	0	0
0	5	0
====ENSG00000167186
0	18
0	22
1	1
====ENSG00000127481
0	2	15
3	0	0
421	0	0
2	0	0
====ENSG00000052126
44	4	0
4	0	3
====ENSG00000064489
74	0
0	6
====ENSG00000103528
1	1
0	1
0	8
0	20
====ENSG00000254901
0	0	7
4	0	0
9	27	0
====ENSG00000072134
0	97	7	3	0
1	0	0	0	0
0	1	0	0	14
====ENSG00000040487
0	0	1
0	2	0
47	0	13
====ENSG00000108641
3	0	0
0	7	6
====ENSG00000077549
19	0
469	167
8	0
====ENSG00000131828
0	4
1	317
====ENSG00000137154
24	0
76	1
====ENSG00000139154
0	0	2
2	0	7
0	3	0
====ENSG00000142494
0	4
5	0
====ENSG00000147010
12	0
23	8
14	0
====ENSG00000103544
0	2	0
9	0	1
====ENSG00000270136
0	1
0	37
2	0
====ENSG00000072210
0	1	0	0	0	0
0	0	25	31	39	4
1	0	0	0	0	0
====ENSG00000181896
2	0
3	3
====ENSG00000184702
0	1	10	0	2
0	357	0	12	0
0	317	0	9	0
5	0	0	0	0
====ENSG00000184470
80	3	3	0
0	0	0	3
====ENSG00000173681
31	0
0	12
====ENSG00000093010
0	4	0
3	175	8
====ENSG00000128487
0	0	0	3	0	0	0
0	1	0	0	0	0	0
3	0	1	28	0	0	1
0	0	0	15	2	2	0
====ENSG00000183597
0	0	0	0	0	5
3	0	0	0	0	5
4	1	16	1	1	28
====ENSG00000089101
0	1
1	0
====ENSG00000213988
5	0
0	6
====ENSG00000099901
0	0	1	0	1
0	0	0	3	0
2	38	0	0	0
====ENSG00000109854
0	51
9	16
====ENSG00000188559
0	0	1
0	22	0
16	0	0
====ENSG00000099917
1	0	0	0
0	3	0	0
0	0	0	1
0	0	1	92
====ENSG00000188171
0	3	78	8
13	0	0	0
====ENSG00000188352
69	0
1	7
====ENSG00000185774
15	0
192	0
357	1
====ENSG00000127483
15	1	0	0
0	0	95	24
0	0	11	0
====ENSG00000160229
1	0
0	2
====ENSG00000078114
2	0
0	13
0	274
====ENSG00000196678
0	5
3	1
====ENSG00000102897
53	1
14	0
====ENSG00000105750
1	3	0
0	0	1
====ENSG00000124422
0	0	463	0
0	14	0	0
1	0	1	0
0	0	0	9
====ENSG00000165795
0	1731	4	113
1	8	0	0
====ENSG00000088970
0	8
0	11
52	62
====ENSG00000084453
0	31	0
1	0	1
====ENSG00000034152
0	0	61	13
0	1	0	0
5	0	0	0
====ENSG00000180776
4	57	70
0	33	0
7	0	0
====ENSG00000169246
0	0	126	0
0	0	0	4
0	197	0	0
0	0	29	0
9	0	0	0
====ENSG00000121350
2	0	0
0	3	0
19	0	2
====ENSG00000142794
9	0
1	4
====ENSG00000165821
3	4	32	0
0	1	0	1
====ENSG00000141446
10	28
0	19
====ENSG00000076864
6	0	0	0
6	0	0	0
137	2	22	53
====ENSG00000197006
1	0	0	0
0	7	2	1
====ENSG00000158201
0	7	0
2	0	0
0	0	2
0	0	46
====ENSG00000090686
10	0
119	4
====ENSG00000099810
1	0
0	4
12	4
====ENSG00000198521
0	7
0	4
0	2
1	0
====ENSG00000185864
0	0	3	0
10	86	2074	5
====ENSG00000100034
0	2
16	0
====ENSG00000160321
0	3
1	0
====ENSG00000136237
0	0	24
0	2	0
23	0	0
====ENSG00000152990
0	104
1	0
====ENSG00000243716
0	0	0	0	0	0	10	0	0
34	0	1	90	1	0	30	96	1
0	5	0	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0
====ENSG00000120896
0	0	1	0	0	0
0	0	0	0	0	2
0	178	0	0	0	0
3	3	0	1	0	0
0	0	0	0	2	0
====ENSG00000120913
0	4	0	0
2	0	2	3
2	0	2	0
====ENSG00000241852
8	9	0
0	0	5
====ENSG00000158941
0	5
294	0
====ENSG00000147439
13	1	34
0	0	1
====ENSG00000133216
8	0
0	1
====ENSG00000196683
3	2
2	0
====ENSG00000273749
1	0	0
139	0	1
0	1	0
====ENSG00000100462
0	0	1
43	0	0
7	3	0
====ENSG00000100804
0	1	0
7	68	3
====ENSG00000173535
1	0
0	6
====ENSG00000122550
9	0	0	0
87	1	12	0
0	0	0	8
====ENSG00000092068
3	8	1
3	0	0
====ENSG00000134508
0	6
51	0
4	0
====ENSG00000104679
1	0	1	3
0	2	0	0
====ENSG00000100836
1	1
119	61
====ENSG00000165186
0	0	62
1	0	0
0	4	0
====ENSG00000204219
19	1
0	1
====ENSG00000164548
0	21
2	27
====ENSG00000127863
1	2
0	1
====ENSG00000120549
0	29
3	0
27	0
====ENSG00000123130
1	0
0	38
====ENSG00000109819
0	0	1
8	3	7
====ENSG00000011009
1	0
138	2
====ENSG00000133460
7	0	0	0	0
0	1	0	0	0
1	0	0	0	0
0	0	2	5	2
====ENSG00000189266
6	0
0	185
====ENSG00000187630
0	1	0
4	0	0
0	0	8
====ENSG00000099977
2	0
0	7
====ENSG00000213096
0	0	0	4
0	0	0	1
3	2	5	2
====ENSG00000119782
0	2	0
9	21	0
0	0	2
====ENSG00000100884
1	0
0	1
====ENSG00000219626
0	16
7	0
3	0
====ENSG00000100889
0	0	1
0	2	0
2	0	0
0	19	0
====ENSG00000100897
3	133	26
0	6	0
====ENSG00000154040
